1.0302,1.0243,1.0122,1.0122,1.0137,1.0589,1.0413,1.0551,1.062,1.0407,1.0574,1.0587,1.0486,1.0361,0,-1.044,-2.1657,-3.7123,-3.2836,-6.6522,-4.7023,-2.8579,-6.1922,-6.7155,-6.7964,-7.1533,-7.1622,-7.3231,33.722,27.616,10.728,27.704,23.782,15.537,-16.923,8.702,8.8661,26.531,1.2122,5.7598,11.777,-19.852,28.626,6.6908,9.3416,0.95056,0.26329,1.4604,-1.1147,1.1116,0.30213,-1.2729,-0.86249,-2.9894,1.6149,-7.9646,-3.1229,10.887,0.79119,1.9612,3.5959,1.9079,-10.011,-2.3745,2.8838,-0.25309,-0.092738,1.9164
1.0142,1.0139,0.98924,0.9864,1.0025,1.083,1.0389,1.0372,1.0557,1.0483,1.0594,1.0639,1.0408,1.0505,0,-1.0812,-2.1095,-3.793,-3.4274,-7.4816,-5.4251,-4.238,-7.0863,-7.23,-7.5204,-8.2644,-8.344,-8.5859,33.439,27.752,9.9985,26.973,23.607,15.173,-13.445,14.42,10.828,31.355,1.7102,5.6769,13.796,-12.624,26.658,7.398,11.277,0.74984,1.6693,2.5538,-0.93445,0.93593,1.368,-1.5625,-1.2003,-4.6305,1.7813,-9.4293,-4.2878,4.811,2.2892,-1.0868,-0.35514,3.5746,-13.418,-0.5905,0.88469,-2.7333,0.38123,3.5723
0.96362,0.98838,1.0019,0.97157,0.9772,1.0373,1.0227,1.003,1.0484,1.0446,1.0315,1.0072,1.0233,1.011,0,-1.1015,-2.6487,-4.2029,-3.7013,-7.6699,-6.234,-5.5443,-7.8343,-8.0553,-8.167,-8.5493,-8.546,-9.3119,32.898,28.047,9.371,26.54,23.283,19.981,-14.331,17.875,11.714,29.201,2.1322,5.4107,13.374,-7.2247,24.991,7.092,10.475,0.58995,0.96096,2.1624,2.7168,-2.7236,-19.624,-9.5336,-6.9922,10.327,11.679,-9.7882,-5.1077,7.7027,-2.5963,0.057448,-1.4573,6.1934,-16.8,-0.68569,3.4933,2.159,-1.0806,0.66474
0.99753,0.99339,0.98407,0.99181,0.98791,1.0342,1.0444,1.0287,1.084,1.0507,1.0481,1.0347,1.036,1.052,0,-1.0621,-1.6649,-4.1553,-3.4923,-7.1138,-6.2349,-5.3813,-7.5982,-7.7009,-7.5195,-7.8733,-7.9478,-9.0879,33.154,28.464,6.211,28.72,24.644,20.92,-18.922,17.818,11.454,26.652,3.4538,6.2661,13.703,-6.4859,24.22,6.4017,10.699,-1.1515,1.2072,3.7695,1.1577,-1.1529,2.192,-6.6784,-4.5782,-11.084,9.5718,-11.068,-5.8863,7.147,-1.8865,-1.5402,-1.4598,6.1987,-18.242,3.8911,-1.2633,2.6518,0.46394,-3.903
0.96171,0.96184,0.94198,0.96272,0.96774,1.0253,1.0063,0.99124,1.0239,1.0081,1.0315,1.0177,0.99765,1.0255,0,-1.1282,-2.088,-4.6672,-4.094,-7.9061,-7.4509,-7.3905,-8.8363,-9.0236,-8.7042,-8.7623,-8.8466,-10.005,33.006,29.128,9.1535,29.253,25.546,17.95,-18.833,22.619,12.815,27.748,5.8957,5.675,14.74,-0.16504,22.357,5.6687,8.8751,-2.8648,1.9991,4.6407,3.1161,-3.117,4.4479,-8.8794,-7.8951,-15.221,5.3323,-11.993,-6.5498,1.5525,-1.1766,-0.86618,0.020374,5.9896,-19.632,1.6004,-0.47809,2.2022,0.22759,-2.7344
1.0191,1.0164,1.02,1.0256,1.0043,1.0432,1.0482,1.0466,1.0699,1.0576,1.0468,1.0495,1.0477,1.0478,0,-1.063,-2.7238,-3.7192,-3.3353,-6.6999,-4.7155,-3.0265,-6.2364,-6.5449,-6.6284,-7.2446,-7.3949,-7.6188,33.554,27.425,12.263,25.799,22.313,14.44,-15.791,8.6998,8.6701,26.473,0.85569,4.6154,10.228,-17.362,26.528,7.558,9.3052,1.5053,0.29846,1.1089,0.051715,-0.057457,-13.372,-4.5498,-2.6061,9.0255,8.2441,-7.9333,-4.0207,8.6784,0.68918,-0.8989,-3.2253,6.584,-14.812,-0.89114,-2.9259,0.35373,-0.78846,-0.65753
1.0154,1.0358,1.0162,1.0207,1.0279,1.066,1.0624,1.0451,1.0593,1.0642,1.0691,1.0353,1.0764,1.045,0,-1.0053,-2.5523,-3.9335,-3.4575,-6.7218,-5.3643,-3.9842,-7.1065,-7.2167,-7.0248,-7.334,-7.4525,-8.2015,32.474,28.543,11.431,28.214,23.853,18.322,-19.646,12.727,10.626,25.451,4.0941,6.1557,13.559,-15.789,28.707,4.7137,10.132,-1.5157,0.63265,4.7111,1.257,-1.2447,-14.426,-7.8894,-4.6368,6.3349,14.641,-2.8801,-1.0254,12.701,-0.67651,2.1804,4.1921,6.5079,-9.7412,-1.2952,3.225,-0.082129,-0.13633,0.68366
1.0259,1.0147,0.99606,0.99627,1.003,1.0801,1.0529,1.0294,1.0525,1.068,1.0324,1.0599,1.0723,1.0679,0,-1.041,-1.7893,-3.8339,-3.4372,-7.3462,-5.4121,-4.2335,-6.8011,-7.2758,-7.3466,-7.8599,-8.1773,-8.5698,32.842,28.188,8.1216,27.805,24.413,17.734,-15.098,13.841,10.895,30.136,1.7525,5.2156,12.413,-13.204,27.162,6.6467,9.9172,0.91832,0.41973,1.9301,-0.28232,0.27125,3.9003,-3.6755,-2.304,-9.7099,6.3155,-6.081,-2.925,9.272,1.6707,-0.15385,-3.3473,6.3678,-12.712,-0.015461,-4.3441,-1.2225,-1.6552,-0.57346
1.0047,0.99438,1.003,0.95766,0.97614,1.0421,1.0291,1.0138,1.0414,1.0361,1.0459,1.0206,1.0297,1.0332,0,-1.084,-2.6902,-4.3213,-3.8085,-7.2696,-6.8195,-6.7716,-8.4556,-8.5274,-7.9589,-8.2185,-8.4403,-9.3192,32.428,28.567,11.104,28.285,24.995,18.522,-19.139,22.563,13.533,26.12,6.4651,6.1347,13.923,-1.8955,24.226,2.4264,6.6049,-3.1892,0.59459,4.5066,2.2173,-2.2245,-13.362,-7.6224,-6.3455,5.3704,6.685,-9.7237,-5.1872,5.759,-1.555,-0.6651,-3.0154,6.0789,-16.998,4.5768,0.74357,2.2249,-1.0025,-1.6166
1.0124,0.99988,1.0062,1.0004,0.97493,1.0578,1.0377,1.0177,1.0493,1.0507,1.059,1.0569,1.0589,1.0535,0,-1.0405,-2.0046,-4.0761,-3.523,-6.839,-5.8574,-4.8804,-7.4098,-7.7036,-7.3817,-7.681,-7.7618,-8.8276,32.772,29.014,9.6258,29.247,24.866,17.404,-21.13,15.136,10.959,25.009,5.4251,6.2347,12.593,-10.428,25.965,5.9973,8.9568,-2.5665,0.64201,5.0598,1.2888,-1.2978,3.0715,-5.8192,-4.808,-10.863,5.1427,-8.2374,-4.2333,6.3873,-1.2333,-1.2722,-1.0517,6.2275,-15.284,-2.184,-2.9747,0.37733,0.63012,-2.4411
